filename,image_path,mask_path,width,height,channels,polyp_pixels,total_pixels,area_pct,size_bucket
290.png,Data/CVC-ClinicDB/images/290.png,Data/CVC-ClinicDB/masks/290.png,384,288,3,1888,110592,1.7072,Small
291.png,Data/CVC-ClinicDB/images/291.png,Data/CVC-ClinicDB/masks/291.png,384,288,3,1651,110592,1.4929,Small
292.png,Data/CVC-ClinicDB/images/292.png,Data/CVC-ClinicDB/masks/292.png,384,288,3,2409,110592,2.1783,Small
293.png,Data/CVC-ClinicDB/images/293.png,Data/CVC-ClinicDB/masks/293.png,384,288,3,3637,110592,3.2887,Small
294.png,Data/CVC-ClinicDB/images/294.png,Data/CVC-ClinicDB/masks/294.png,384,288,3,3793,110592,3.4297,Small
295.png,Data/CVC-ClinicDB/images/295.png,Data/CVC-ClinicDB/masks/295.png,384,288,3,3570,110592,3.2281,Small
296.png,Data/CVC-ClinicDB/images/296.png,Data/CVC-ClinicDB/masks/296.png,384,288,3,2739,110592,2.4767,Small
297.png,Data/CVC-ClinicDB/images/297.png,Data/CVC-ClinicDB/masks/297.png,384,288,3,2831,110592,2.5599,Small
298.png,Data/CVC-ClinicDB/images/298.png,Data/CVC-ClinicDB/masks/298.png,384,288,3,6777,110592,6.1279,Medium
299.png,Data/CVC-ClinicDB/images/299.png,Data/CVC-ClinicDB/masks/299.png,384,288,3,3293,110592,2.9776,Small
3.png,Data/CVC-ClinicDB/images/3.png,Data/CVC-ClinicDB/masks/3.png,384,288,3,19996,110592,18.0809,Medium
30.png,Data/CVC-ClinicDB/images/30.png,Data/CVC-ClinicDB/masks/30.png,384,288,3,9030,110592,8.1651,Medium
300.png,Data/CVC-ClinicDB/images/300.png,Data/CVC-ClinicDB/masks/300.png,384,288,3,8355,110592,7.5548,Medium
301.png,Data/CVC-ClinicDB/images/301.png,Data/CVC-ClinicDB/masks/301.png,384,288,3,5988,110592,5.4145,Medium
302.png,Data/CVC-ClinicDB/images/302.png,Data/CVC-ClinicDB/masks/302.png,384,288,3,8882,110592,8.0313,Medium
303.png,Data/CVC-ClinicDB/images/303.png,Data/CVC-ClinicDB/masks/303.png,384,288,3,10425,110592,9.4265,Medium
304.png,Data/CVC-ClinicDB/images/304.png,Data/CVC-ClinicDB/masks/304.png,384,288,3,9730,110592,8.7981,Medium
305.png,Data/CVC-ClinicDB/images/305.png,Data/CVC-ClinicDB/masks/305.png,384,288,3,14312,110592,12.9413,Medium
306.png,Data/CVC-ClinicDB/images/306.png,Data/CVC-ClinicDB/masks/306.png,384,288,3,25729,110592,23.2648,Large
307.png,Data/CVC-ClinicDB/images/307.png,Data/CVC-ClinicDB/masks/307.png,384,288,3,11026,110592,9.97,Medium
308.png,Data/CVC-ClinicDB/images/308.png,Data/CVC-ClinicDB/masks/308.png,384,288,3,11526,110592,10.4221,Medium
309.png,Data/CVC-ClinicDB/images/309.png,Data/CVC-ClinicDB/masks/309.png,384,288,3,5168,110592,4.673,Small
31.png,Data/CVC-ClinicDB/images/31.png,Data/CVC-ClinicDB/masks/31.png,384,288,3,8349,110592,7.5494,Medium
310.png,Data/CVC-ClinicDB/images/310.png,Data/CVC-ClinicDB/masks/310.png,384,288,3,2540,110592,2.2967,Small
311.png,Data/CVC-ClinicDB/images/311.png,Data/CVC-ClinicDB/masks/311.png,384,288,3,2869,110592,2.5942,Small
312.png,Data/CVC-ClinicDB/images/312.png,Data/CVC-ClinicDB/masks/312.png,384,288,3,1277,110592,1.1547,Small
313.png,Data/CVC-ClinicDB/images/313.png,Data/CVC-ClinicDB/masks/313.png,384,288,3,6655,110592,6.0176,Medium
314.png,Data/CVC-ClinicDB/images/314.png,Data/CVC-ClinicDB/masks/314.png,384,288,3,8655,110592,7.8261,Medium
315.png,Data/CVC-ClinicDB/images/315.png,Data/CVC-ClinicDB/masks/315.png,384,288,3,20111,110592,18.1849,Medium
316.png,Data/CVC-ClinicDB/images/316.png,Data/CVC-ClinicDB/masks/316.png,384,288,3,31831,110592,28.7824,Large
317.png,Data/CVC-ClinicDB/images/317.png,Data/CVC-ClinicDB/masks/317.png,384,288,3,15988,110592,14.4567,Medium
318.png,Data/CVC-ClinicDB/images/318.png,Data/CVC-ClinicDB/masks/318.png,384,288,3,2410,110592,2.1792,Small
319.png,Data/CVC-ClinicDB/images/319.png,Data/CVC-ClinicDB/masks/319.png,384,288,3,2747,110592,2.4839,Small
32.png,Data/CVC-ClinicDB/images/32.png,Data/CVC-ClinicDB/masks/32.png,384,288,3,9549,110592,8.6344,Medium
320.png,Data/CVC-ClinicDB/images/320.png,Data/CVC-ClinicDB/masks/320.png,384,288,3,4322,110592,3.9081,Small
321.png,Data/CVC-ClinicDB/images/321.png,Data/CVC-ClinicDB/masks/321.png,384,288,3,5984,110592,5.4109,Medium
322.png,Data/CVC-ClinicDB/images/322.png,Data/CVC-ClinicDB/masks/322.png,384,288,3,8072,110592,7.2989,Medium
323.png,Data/CVC-ClinicDB/images/323.png,Data/CVC-ClinicDB/masks/323.png,384,288,3,9874,110592,8.9283,Medium
324.png,Data/CVC-ClinicDB/images/324.png,Data/CVC-ClinicDB/masks/324.png,384,288,3,6400,110592,5.787,Medium
325.png,Data/CVC-ClinicDB/images/325.png,Data/CVC-ClinicDB/masks/325.png,384,288,3,4551,110592,4.1151,Small
326.png,Data/CVC-ClinicDB/images/326.png,Data/CVC-ClinicDB/masks/326.png,384,288,3,4029,110592,3.6431,Small
327.png,Data/CVC-ClinicDB/images/327.png,Data/CVC-ClinicDB/masks/327.png,384,288,3,3491,110592,3.1566,Small
328.png,Data/CVC-ClinicDB/images/328.png,Data/CVC-ClinicDB/masks/328.png,384,288,3,4368,110592,3.9497,Small
329.png,Data/CVC-ClinicDB/images/329.png,Data/CVC-ClinicDB/masks/329.png,384,288,3,4611,110592,4.1694,Small
33.png,Data/CVC-ClinicDB/images/33.png,Data/CVC-ClinicDB/masks/33.png,384,288,3,11217,110592,10.1427,Medium
330.png,Data/CVC-ClinicDB/images/330.png,Data/CVC-ClinicDB/masks/330.png,384,288,3,5850,110592,5.2897,Medium
331.png,Data/CVC-ClinicDB/images/331.png,Data/CVC-ClinicDB/masks/331.png,384,288,3,7736,110592,6.9951,Medium
332.png,Data/CVC-ClinicDB/images/332.png,Data/CVC-ClinicDB/masks/332.png,384,288,3,5690,110592,5.145,Medium
333.png,Data/CVC-ClinicDB/images/333.png,Data/CVC-ClinicDB/masks/333.png,384,288,3,5126,110592,4.6351,Small
334.png,Data/CVC-ClinicDB/images/334.png,Data/CVC-ClinicDB/masks/334.png,384,288,3,5510,110592,4.9823,Small
335.png,Data/CVC-ClinicDB/images/335.png,Data/CVC-ClinicDB/masks/335.png,384,288,3,5878,110592,5.315,Medium
336.png,Data/CVC-ClinicDB/images/336.png,Data/CVC-ClinicDB/masks/336.png,384,288,3,5336,110592,4.8249,Small
337.png,Data/CVC-ClinicDB/images/337.png,Data/CVC-ClinicDB/masks/337.png,384,288,3,5795,110592,5.24,Medium
338.png,Data/CVC-ClinicDB/images/338.png,Data/CVC-ClinicDB/masks/338.png,384,288,3,12965,110592,11.7233,Medium
339.png,Data/CVC-ClinicDB/images/339.png,Data/CVC-ClinicDB/masks/339.png,384,288,3,3055,110592,2.7624,Small
34.png,Data/CVC-ClinicDB/images/34.png,Data/CVC-ClinicDB/masks/34.png,384,288,3,6577,110592,5.9471,Medium
340.png,Data/CVC-ClinicDB/images/340.png,Data/CVC-ClinicDB/masks/340.png,384,288,3,1870,110592,1.6909,Small
341.png,Data/CVC-ClinicDB/images/341.png,Data/CVC-ClinicDB/masks/341.png,384,288,3,2419,110592,2.1873,Small
342.png,Data/CVC-ClinicDB/images/342.png,Data/CVC-ClinicDB/masks/342.png,384,288,3,7980,110592,7.2157,Medium
343.png,Data/CVC-ClinicDB/images/343.png,Data/CVC-ClinicDB/masks/343.png,384,288,3,7360,110592,6.6551,Medium
344.png,Data/CVC-ClinicDB/images/344.png,Data/CVC-ClinicDB/masks/344.png,384,288,3,13632,110592,12.3264,Medium
345.png,Data/CVC-ClinicDB/images/345.png,Data/CVC-ClinicDB/masks/345.png,384,288,3,12714,110592,11.4963,Medium
346.png,Data/CVC-ClinicDB/images/346.png,Data/CVC-ClinicDB/masks/346.png,384,288,3,3863,110592,3.493,Small
347.png,Data/CVC-ClinicDB/images/347.png,Data/CVC-ClinicDB/masks/347.png,384,288,3,5019,110592,4.5383,Small
348.png,Data/CVC-ClinicDB/images/348.png,Data/CVC-ClinicDB/masks/348.png,384,288,3,23021,110592,20.8162,Large
349.png,Data/CVC-ClinicDB/images/349.png,Data/CVC-ClinicDB/masks/349.png,384,288,3,23718,110592,21.4464,Large
35.png,Data/CVC-ClinicDB/images/35.png,Data/CVC-ClinicDB/masks/35.png,384,288,3,7210,110592,6.5195,Medium
350.png,Data/CVC-ClinicDB/images/350.png,Data/CVC-ClinicDB/masks/350.png,384,288,3,13923,110592,12.5895,Medium
351.png,Data/CVC-ClinicDB/images/351.png,Data/CVC-ClinicDB/masks/351.png,384,288,3,4183,110592,3.7824,Small
352.png,Data/CVC-ClinicDB/images/352.png,Data/CVC-ClinicDB/masks/352.png,384,288,3,4068,110592,3.6784,Small
353.png,Data/CVC-ClinicDB/images/353.png,Data/CVC-ClinicDB/masks/353.png,384,288,3,7932,110592,7.1723,Medium
354.png,Data/CVC-ClinicDB/images/354.png,Data/CVC-ClinicDB/masks/354.png,384,288,3,7693,110592,6.9562,Medium
355.png,Data/CVC-ClinicDB/images/355.png,Data/CVC-ClinicDB/masks/355.png,384,288,3,9833,110592,8.8912,Medium
356.png,Data/CVC-ClinicDB/images/356.png,Data/CVC-ClinicDB/masks/356.png,384,288,3,9753,110592,8.8189,Medium
357.png,Data/CVC-ClinicDB/images/357.png,Data/CVC-ClinicDB/masks/357.png,384,288,3,21356,110592,19.3106,Medium
358.png,Data/CVC-ClinicDB/images/358.png,Data/CVC-ClinicDB/masks/358.png,384,288,3,8805,110592,7.9617,Medium
359.png,Data/CVC-ClinicDB/images/359.png,Data/CVC-ClinicDB/masks/359.png,384,288,3,11308,110592,10.225,Medium
36.png,Data/CVC-ClinicDB/images/36.png,Data/CVC-ClinicDB/masks/36.png,384,288,3,3984,110592,3.6024,Small
360.png,Data/CVC-ClinicDB/images/360.png,Data/CVC-ClinicDB/masks/360.png,384,288,3,13409,110592,12.1247,Medium
361.png,Data/CVC-ClinicDB/images/361.png,Data/CVC-ClinicDB/masks/361.png,384,288,3,11006,110592,9.9519,Medium
362.png,Data/CVC-ClinicDB/images/362.png,Data/CVC-ClinicDB/masks/362.png,384,288,3,9043,110592,8.1769,Medium
363.png,Data/CVC-ClinicDB/images/363.png,Data/CVC-ClinicDB/masks/363.png,384,288,3,1455,110592,1.3156,Small
364.png,Data/CVC-ClinicDB/images/364.png,Data/CVC-ClinicDB/masks/364.png,384,288,3,2359,110592,2.1331,Small
365.png,Data/CVC-ClinicDB/images/365.png,Data/CVC-ClinicDB/masks/365.png,384,288,3,1987,110592,1.7967,Small
366.png,Data/CVC-ClinicDB/images/366.png,Data/CVC-ClinicDB/masks/366.png,384,288,3,1969,110592,1.7804,Small
367.png,Data/CVC-ClinicDB/images/367.png,Data/CVC-ClinicDB/masks/367.png,384,288,3,2244,110592,2.0291,Small
368.png,Data/CVC-ClinicDB/images/368.png,Data/CVC-ClinicDB/masks/368.png,384,288,3,2064,110592,1.8663,Small
369.png,Data/CVC-ClinicDB/images/369.png,Data/CVC-ClinicDB/masks/369.png,384,288,3,1678,110592,1.5173,Small
37.png,Data/CVC-ClinicDB/images/37.png,Data/CVC-ClinicDB/masks/37.png,384,288,3,7907,110592,7.1497,Medium
370.png,Data/CVC-ClinicDB/images/370.png,Data/CVC-ClinicDB/masks/370.png,384,288,3,1613,110592,1.4585,Small
371.png,Data/CVC-ClinicDB/images/371.png,Data/CVC-ClinicDB/masks/371.png,384,288,3,1092,110592,0.9874,Small
372.png,Data/CVC-ClinicDB/images/372.png,Data/CVC-ClinicDB/masks/372.png,384,288,3,1008,110592,0.9115,Small
373.png,Data/CVC-ClinicDB/images/373.png,Data/CVC-ClinicDB/masks/373.png,384,288,3,1060,110592,0.9585,Small
374.png,Data/CVC-ClinicDB/images/374.png,Data/CVC-ClinicDB/masks/374.png,384,288,3,1298,110592,1.1737,Small
375.png,Data/CVC-ClinicDB/images/375.png,Data/CVC-ClinicDB/masks/375.png,384,288,3,953,110592,0.8617,Small
376.png,Data/CVC-ClinicDB/images/376.png,Data/CVC-ClinicDB/masks/376.png,384,288,3,2587,110592,2.3392,Small
377.png,Data/CVC-ClinicDB/images/377.png,Data/CVC-ClinicDB/masks/377.png,384,288,3,2176,110592,1.9676,Small
378.png,Data/CVC-ClinicDB/images/378.png,Data/CVC-ClinicDB/masks/378.png,384,288,3,1898,110592,1.7162,Small
379.png,Data/CVC-ClinicDB/images/379.png,Data/CVC-ClinicDB/masks/379.png,384,288,3,1374,110592,1.2424,Small
38.png,Data/CVC-ClinicDB/images/38.png,Data/CVC-ClinicDB/masks/38.png,384,288,3,4607,110592,4.1658,Small
380.png,Data/CVC-ClinicDB/images/380.png,Data/CVC-ClinicDB/masks/380.png,384,288,3,1824,110592,1.6493,Small
381.png,Data/CVC-ClinicDB/images/381.png,Data/CVC-ClinicDB/masks/381.png,384,288,3,2684,110592,2.4269,Small
382.png,Data/CVC-ClinicDB/images/382.png,Data/CVC-ClinicDB/masks/382.png,384,288,3,3173,110592,2.8691,Small
383.png,Data/CVC-ClinicDB/images/383.png,Data/CVC-ClinicDB/masks/383.png,384,288,3,2947,110592,2.6647,Small
384.png,Data/CVC-ClinicDB/images/384.png,Data/CVC-ClinicDB/masks/384.png,384,288,3,29959,110592,27.0897,Large
385.png,Data/CVC-ClinicDB/images/385.png,Data/CVC-ClinicDB/masks/385.png,384,288,3,26189,110592,23.6807,Large
386.png,Data/CVC-ClinicDB/images/386.png,Data/CVC-ClinicDB/masks/386.png,384,288,3,28236,110592,25.5317,Large
387.png,Data/CVC-ClinicDB/images/387.png,Data/CVC-ClinicDB/masks/387.png,384,288,3,27717,110592,25.0624,Large
388.png,Data/CVC-ClinicDB/images/388.png,Data/CVC-ClinicDB/masks/388.png,384,288,3,25647,110592,23.1906,Large
389.png,Data/CVC-ClinicDB/images/389.png,Data/CVC-ClinicDB/masks/389.png,384,288,3,21404,110592,19.354,Medium
39.png,Data/CVC-ClinicDB/images/39.png,Data/CVC-ClinicDB/masks/39.png,384,288,3,4244,110592,3.8375,Small
390.png,Data/CVC-ClinicDB/images/390.png,Data/CVC-ClinicDB/masks/390.png,384,288,3,18146,110592,16.4081,Medium
391.png,Data/CVC-ClinicDB/images/391.png,Data/CVC-ClinicDB/masks/391.png,384,288,3,5398,110592,4.881,Small
392.png,Data/CVC-ClinicDB/images/392.png,Data/CVC-ClinicDB/masks/392.png,384,288,3,8254,110592,7.4635,Medium
393.png,Data/CVC-ClinicDB/images/393.png,Data/CVC-ClinicDB/masks/393.png,384,288,3,7465,110592,6.75,Medium
394.png,Data/CVC-ClinicDB/images/394.png,Data/CVC-ClinicDB/masks/394.png,384,288,3,7846,110592,7.0945,Medium
395.png,Data/CVC-ClinicDB/images/395.png,Data/CVC-ClinicDB/masks/395.png,384,288,3,11212,110592,10.1382,Medium
396.png,Data/CVC-ClinicDB/images/396.png,Data/CVC-ClinicDB/masks/396.png,384,288,3,11380,110592,10.2901,Medium
397.png,Data/CVC-ClinicDB/images/397.png,Data/CVC-ClinicDB/masks/397.png,384,288,3,14896,110592,13.4693,Medium
398.png,Data/CVC-ClinicDB/images/398.png,Data/CVC-ClinicDB/masks/398.png,384,288,3,18205,110592,16.4614,Medium
399.png,Data/CVC-ClinicDB/images/399.png,Data/CVC-ClinicDB/masks/399.png,384,288,3,11952,110592,10.8073,Medium
4.png,Data/CVC-ClinicDB/images/4.png,Data/CVC-ClinicDB/masks/4.png,384,288,3,21180,110592,19.1515,Medium
40.png,Data/CVC-ClinicDB/images/40.png,Data/CVC-ClinicDB/masks/40.png,384,288,3,7924,110592,7.1651,Medium
400.png,Data/CVC-ClinicDB/images/400.png,Data/CVC-ClinicDB/masks/400.png,384,288,3,6796,110592,6.1451,Medium
401.png,Data/CVC-ClinicDB/images/401.png,Data/CVC-ClinicDB/masks/401.png,384,288,3,9366,110592,8.469,Medium
402.png,Data/CVC-ClinicDB/images/402.png,Data/CVC-ClinicDB/masks/402.png,384,288,3,13992,110592,12.6519,Medium
403.png,Data/CVC-ClinicDB/images/403.png,Data/CVC-ClinicDB/masks/403.png,384,288,3,9436,110592,8.5323,Medium
404.png,Data/CVC-ClinicDB/images/404.png,Data/CVC-ClinicDB/masks/404.png,384,288,3,10879,110592,9.8371,Medium
405.png,Data/CVC-ClinicDB/images/405.png,Data/CVC-ClinicDB/masks/405.png,384,288,3,9051,110592,8.1841,Medium
406.png,Data/CVC-ClinicDB/images/406.png,Data/CVC-ClinicDB/masks/406.png,384,288,3,9657,110592,8.7321,Medium
407.png,Data/CVC-ClinicDB/images/407.png,Data/CVC-ClinicDB/masks/407.png,384,288,3,10814,110592,9.7783,Medium
408.png,Data/CVC-ClinicDB/images/408.png,Data/CVC-ClinicDB/masks/408.png,384,288,3,7963,110592,7.2003,Medium
409.png,Data/CVC-ClinicDB/images/409.png,Data/CVC-ClinicDB/masks/409.png,384,288,3,28687,110592,25.9395,Large
41.png,Data/CVC-ClinicDB/images/41.png,Data/CVC-ClinicDB/masks/41.png,384,288,3,4717,110592,4.2652,Small
410.png,Data/CVC-ClinicDB/images/410.png,Data/CVC-ClinicDB/masks/410.png,384,288,3,8883,110592,8.0322,Medium
411.png,Data/CVC-ClinicDB/images/411.png,Data/CVC-ClinicDB/masks/411.png,384,288,3,6430,110592,5.8142,Medium
412.png,Data/CVC-ClinicDB/images/412.png,Data/CVC-ClinicDB/masks/412.png,384,288,3,6847,110592,6.1912,Medium
413.png,Data/CVC-ClinicDB/images/413.png,Data/CVC-ClinicDB/masks/413.png,384,288,3,6787,110592,6.137,Medium
414.png,Data/CVC-ClinicDB/images/414.png,Data/CVC-ClinicDB/masks/414.png,384,288,3,31654,110592,28.6223,Large
415.png,Data/CVC-ClinicDB/images/415.png,Data/CVC-ClinicDB/masks/415.png,384,288,3,15425,110592,13.9477,Medium
416.png,Data/CVC-ClinicDB/images/416.png,Data/CVC-ClinicDB/masks/416.png,384,288,3,14349,110592,12.9747,Medium
417.png,Data/CVC-ClinicDB/images/417.png,Data/CVC-ClinicDB/masks/417.png,384,288,3,10305,110592,9.318,Medium
418.png,Data/CVC-ClinicDB/images/418.png,Data/CVC-ClinicDB/masks/418.png,384,288,3,5306,110592,4.7978,Small
419.png,Data/CVC-ClinicDB/images/419.png,Data/CVC-ClinicDB/masks/419.png,384,288,3,15118,110592,13.6701,Medium
42.png,Data/CVC-ClinicDB/images/42.png,Data/CVC-ClinicDB/masks/42.png,384,288,3,6873,110592,6.2147,Medium
420.png,Data/CVC-ClinicDB/images/420.png,Data/CVC-ClinicDB/masks/420.png,384,288,3,17949,110592,16.2299,Medium
421.png,Data/CVC-ClinicDB/images/421.png,Data/CVC-ClinicDB/masks/421.png,384,288,3,15335,110592,13.8663,Medium
422.png,Data/CVC-ClinicDB/images/422.png,Data/CVC-ClinicDB/masks/422.png,384,288,3,34386,110592,31.0927,Large
423.png,Data/CVC-ClinicDB/images/423.png,Data/CVC-ClinicDB/masks/423.png,384,288,3,16510,110592,14.9287,Medium
424.png,Data/CVC-ClinicDB/images/424.png,Data/CVC-ClinicDB/masks/424.png,384,288,3,2568,110592,2.322,Small
425.png,Data/CVC-ClinicDB/images/425.png,Data/CVC-ClinicDB/masks/425.png,384,288,3,2726,110592,2.4649,Small
426.png,Data/CVC-ClinicDB/images/426.png,Data/CVC-ClinicDB/masks/426.png,384,288,3,9630,110592,8.7077,Medium
427.png,Data/CVC-ClinicDB/images/427.png,Data/CVC-ClinicDB/masks/427.png,384,288,3,12402,110592,11.2142,Medium
428.png,Data/CVC-ClinicDB/images/428.png,Data/CVC-ClinicDB/masks/428.png,384,288,3,11181,110592,10.1101,Medium
429.png,Data/CVC-ClinicDB/images/429.png,Data/CVC-ClinicDB/masks/429.png,384,288,3,7673,110592,6.9381,Medium
43.png,Data/CVC-ClinicDB/images/43.png,Data/CVC-ClinicDB/masks/43.png,384,288,3,5532,110592,5.0022,Medium
430.png,Data/CVC-ClinicDB/images/430.png,Data/CVC-ClinicDB/masks/430.png,384,288,3,7237,110592,6.5439,Medium
431.png,Data/CVC-ClinicDB/images/431.png,Data/CVC-ClinicDB/masks/431.png,384,288,3,6314,110592,5.7093,Medium
432.png,Data/CVC-ClinicDB/images/432.png,Data/CVC-ClinicDB/masks/432.png,384,288,3,8914,110592,8.0603,Medium
433.png,Data/CVC-ClinicDB/images/433.png,Data/CVC-ClinicDB/masks/433.png,384,288,3,9286,110592,8.3966,Medium
434.png,Data/CVC-ClinicDB/images/434.png,Data/CVC-ClinicDB/masks/434.png,384,288,3,9966,110592,9.0115,Medium
435.png,Data/CVC-ClinicDB/images/435.png,Data/CVC-ClinicDB/masks/435.png,384,288,3,7774,110592,7.0294,Medium
436.png,Data/CVC-ClinicDB/images/436.png,Data/CVC-ClinicDB/masks/436.png,384,288,3,7401,110592,6.6922,Medium
437.png,Data/CVC-ClinicDB/images/437.png,Data/CVC-ClinicDB/masks/437.png,384,288,3,7269,110592,6.5728,Medium
438.png,Data/CVC-ClinicDB/images/438.png,Data/CVC-ClinicDB/masks/438.png,384,288,3,17055,110592,15.4215,Medium
439.png,Data/CVC-ClinicDB/images/439.png,Data/CVC-ClinicDB/masks/439.png,384,288,3,7604,110592,6.8757,Medium
44.png,Data/CVC-ClinicDB/images/44.png,Data/CVC-ClinicDB/masks/44.png,384,288,3,8775,110592,7.9346,Medium
440.png,Data/CVC-ClinicDB/images/440.png,Data/CVC-ClinicDB/masks/440.png,384,288,3,5907,110592,5.3413,Medium
441.png,Data/CVC-ClinicDB/images/441.png,Data/CVC-ClinicDB/masks/441.png,384,288,3,2453,110592,2.2181,Small
442.png,Data/CVC-ClinicDB/images/442.png,Data/CVC-ClinicDB/masks/442.png,384,288,3,4065,110592,3.6757,Small
443.png,Data/CVC-ClinicDB/images/443.png,Data/CVC-ClinicDB/masks/443.png,384,288,3,6323,110592,5.7174,Medium
444.png,Data/CVC-ClinicDB/images/444.png,Data/CVC-ClinicDB/masks/444.png,384,288,3,7374,110592,6.6678,Medium
445.png,Data/CVC-ClinicDB/images/445.png,Data/CVC-ClinicDB/masks/445.png,384,288,3,14110,110592,12.7586,Medium
446.png,Data/CVC-ClinicDB/images/446.png,Data/CVC-ClinicDB/masks/446.png,384,288,3,13201,110592,11.9367,Medium
447.png,Data/CVC-ClinicDB/images/447.png,Data/CVC-ClinicDB/masks/447.png,384,288,3,3045,110592,2.7534,Small
448.png,Data/CVC-ClinicDB/images/448.png,Data/CVC-ClinicDB/masks/448.png,384,288,3,6343,110592,5.7355,Medium
449.png,Data/CVC-ClinicDB/images/449.png,Data/CVC-ClinicDB/masks/449.png,384,288,3,4882,110592,4.4144,Small
45.png,Data/CVC-ClinicDB/images/45.png,Data/CVC-ClinicDB/masks/45.png,384,288,3,6285,110592,5.6831,Medium
450.png,Data/CVC-ClinicDB/images/450.png,Data/CVC-ClinicDB/masks/450.png,384,288,3,2759,110592,2.4948,Small
451.png,Data/CVC-ClinicDB/images/451.png,Data/CVC-ClinicDB/masks/451.png,384,288,3,2158,110592,1.9513,Small
452.png,Data/CVC-ClinicDB/images/452.png,Data/CVC-ClinicDB/masks/452.png,384,288,3,3682,110592,3.3294,Small
453.png,Data/CVC-ClinicDB/images/453.png,Data/CVC-ClinicDB/masks/453.png,384,288,3,4054,110592,3.6657,Small
454.png,Data/CVC-ClinicDB/images/454.png,Data/CVC-ClinicDB/masks/454.png,384,288,3,6497,110592,5.8747,Medium
455.png,Data/CVC-ClinicDB/images/455.png,Data/CVC-ClinicDB/masks/455.png,384,288,3,8402,110592,7.5973,Medium
456.png,Data/CVC-ClinicDB/images/456.png,Data/CVC-ClinicDB/masks/456.png,384,288,3,10900,110592,9.856,Medium
457.png,Data/CVC-ClinicDB/images/457.png,Data/CVC-ClinicDB/masks/457.png,384,288,3,9764,110592,8.8288,Medium
458.png,Data/CVC-ClinicDB/images/458.png,Data/CVC-ClinicDB/masks/458.png,384,288,3,4612,110592,4.1703,Small
459.png,Data/CVC-ClinicDB/images/459.png,Data/CVC-ClinicDB/masks/459.png,384,288,3,4190,110592,3.7887,Small
46.png,Data/CVC-ClinicDB/images/46.png,Data/CVC-ClinicDB/masks/46.png,384,288,3,6339,110592,5.7319,Medium
460.png,Data/CVC-ClinicDB/images/460.png,Data/CVC-ClinicDB/masks/460.png,384,288,3,5364,110592,4.8503,Small
461.png,Data/CVC-ClinicDB/images/461.png,Data/CVC-ClinicDB/masks/461.png,384,288,3,6585,110592,5.9543,Medium
462.png,Data/CVC-ClinicDB/images/462.png,Data/CVC-ClinicDB/masks/462.png,384,288,3,7591,110592,6.864,Medium
463.png,Data/CVC-ClinicDB/images/463.png,Data/CVC-ClinicDB/masks/463.png,384,288,3,11680,110592,10.5613,Medium
464.png,Data/CVC-ClinicDB/images/464.png,Data/CVC-ClinicDB/masks/464.png,384,288,3,8512,110592,7.6968,Medium
465.png,Data/CVC-ClinicDB/images/465.png,Data/CVC-ClinicDB/masks/465.png,384,288,3,12053,110592,10.8986,Medium
466.png,Data/CVC-ClinicDB/images/466.png,Data/CVC-ClinicDB/masks/466.png,384,288,3,11347,110592,10.2602,Medium
467.png,Data/CVC-ClinicDB/images/467.png,Data/CVC-ClinicDB/masks/467.png,384,288,3,9826,110592,8.8849,Medium
468.png,Data/CVC-ClinicDB/images/468.png,Data/CVC-ClinicDB/masks/468.png,384,288,3,11824,110592,10.6916,Medium
469.png,Data/CVC-ClinicDB/images/469.png,Data/CVC-ClinicDB/masks/469.png,384,288,3,13356,110592,12.0768,Medium
47.png,Data/CVC-ClinicDB/images/47.png,Data/CVC-ClinicDB/masks/47.png,384,288,3,10397,110592,9.4012,Medium
470.png,Data/CVC-ClinicDB/images/470.png,Data/CVC-ClinicDB/masks/470.png,384,288,3,9954,110592,9.0007,Medium
471.png,Data/CVC-ClinicDB/images/471.png,Data/CVC-ClinicDB/masks/471.png,384,288,3,21515,110592,19.4544,Medium
472.png,Data/CVC-ClinicDB/images/472.png,Data/CVC-ClinicDB/masks/472.png,384,288,3,22982,110592,20.7809,Large
473.png,Data/CVC-ClinicDB/images/473.png,Data/CVC-ClinicDB/masks/473.png,384,288,3,16813,110592,15.2027,Medium
474.png,Data/CVC-ClinicDB/images/474.png,Data/CVC-ClinicDB/masks/474.png,384,288,3,18848,110592,17.0428,Medium
475.png,Data/CVC-ClinicDB/images/475.png,Data/CVC-ClinicDB/masks/475.png,384,288,3,23771,110592,21.4943,Large
476.png,Data/CVC-ClinicDB/images/476.png,Data/CVC-ClinicDB/masks/476.png,384,288,3,19763,110592,17.8702,Medium
477.png,Data/CVC-ClinicDB/images/477.png,Data/CVC-ClinicDB/masks/477.png,384,288,3,19699,110592,17.8123,Medium
478.png,Data/CVC-ClinicDB/images/478.png,Data/CVC-ClinicDB/masks/478.png,384,288,3,22694,110592,20.5205,Large
479.png,Data/CVC-ClinicDB/images/479.png,Data/CVC-ClinicDB/masks/479.png,384,288,3,17316,110592,15.6576,Medium
48.png,Data/CVC-ClinicDB/images/48.png,Data/CVC-ClinicDB/masks/48.png,384,288,3,5046,110592,4.5627,Small
480.png,Data/CVC-ClinicDB/images/480.png,Data/CVC-ClinicDB/masks/480.png,384,288,3,15712,110592,14.2072,Medium
481.png,Data/CVC-ClinicDB/images/481.png,Data/CVC-ClinicDB/masks/481.png,384,288,3,15015,110592,13.5769,Medium
